text_form	form	lemma	pos
մեզ	մեզ	մեք	PRO+Per1p
ծնողական․	ծնողական	ծնողական	A
եւ	եւ	եւ	I+Conj
հրամայեցիք,	հրամայեցիք	հրամայեմ	V
զի	զի	զի	I+Conj
յաշխատութենէն	յաշխատութենէն	ի@աշխատութիւն@ն	I+Prep@N+Com@PRO+Dem
մեր	մեր	մեք	PRO+Per1p
տացուք	տացուք	տամ	V
քեզ,	քեզ	դու	PRO+Per2s
զոր	զոր	զ@որ	I+Prep@PRO+Rel
իմով	իմով	իմ	PRO+Pos1s
կամաւք	կամաւք	կամ (կամաց)	N+Com
առաքել	առաքել	առաքեմ	V
ոչ	ոչ	ոչ	I+Neg
կամէի	կամէի	կամիմ	V
վասն	վասն	վասն	I+Prep
պատկառանաց	պատկառանաց	պատկառանք	N+Com
սրբութեան	սրբութեան	սրբութիւն	N+Com
քո։	քո	դու	PRO+Per2s
Եւ	եւ	եւ	I+Conj
արդ	արդ	արդ	I+Adv
առի	առի	առնում	V
յանձն	յանձն	ի@անձն	I+Prep@N+Com
եւ	եւ	եւ	I+Conj
առաքեցի	առաքեցի	առաքեմ	V
առ	առ	առ (ի)	I+Prep
քեզ	քեզ	դու	PRO+Per2s
բան	բան	բան	N+Com
պատասխանի	պատասխանի	պատասխանի	N+Com
բանի,	բանի	բան	N+Com
զի	զի	զի	I+Conj
լցցես	լցցես	լնում	V
զթերին,	զթերին	զ@թերի@ն	I+Prep@A@PRO+Dem
եթէ	եթէ	եթե	I+Conj
ինչ	ինչ	ինչ (իրիք)	PRO+Ind
ինչ	ինչ	ինչ (իրիք)	PRO+Ind
ի	ի	ի	I+Prep
խորհրդոց	խորհրդոց	խորհուրդ	N+Com
չարին	չարին	չար@ն	A@PRO+Dem
ոչ	ոչ	ոչ	I+Neg
իմացաք,	իմացաք	իմանամ	V
եւ	եւ	եւ	I+Conj
պիտանի	պիտանի	պիտանի	A
պատասխանի	պատասխանի	պատասխանի	N+Com
ընդդէմ	ընդդէմ	ընդդէմ	I+AdvPr
նոցա	նոցա	նա (նա)	PRO+Dem
ոչ	ոչ	ոչ	I+Neg
գիտացաք։	գիտացաք	գիտեմ	V
Եւ	եւ	եւ	I+Conj
գոհ	գոհ	գոհ	A
եմ	եմ	եմ	V
զմեծանձնութենէդ	զմեծանձնութենէդ	զ@մեծանձնութիւն@դ	I+Prep@N+Com@PRO+Dem
քո,	քո	դու	PRO+Per2s
որ	որ	որ	PRO+Rel
ես	ես	ես	PRO+Per1s
մինչեւ	մինչեւ	մինչեւ	I+Conj
ցայժմ	ցայժմ	ց@այժմ	I+Prep@I+Adv
ոչ	ոչ	ոչ	I+Neg
հասի	հասի	հասանեմ	V
դիւական	դիւական	դիւական	A
խորհրդոց․	խորհրդոց	խորհուրդ	N+Com
զի	զի	զի	I+Conj
յոլով	յոլով	յոլով	A
անգամ	անգամ	անգամ	N+Com
արգիլայ	արգիլայ	արգելեմ	V
յորպիսութենէ	յորպիսութենէ	ի@որպիսութիւն	I+Prep@N+Com
նոցա․	նոցա	նա (նա)	PRO+Dem
եւ	եւ	եւ	I+Conj
զկնի	զկնի	զկնի	I+AdvPr
գնալոյն	գնալոյն	գնամ@ն	V@PRO+Dem
քո	քո	դու	PRO+Per2s
բազումս	բազումս	բազում	A
տանջեցայ	տանջեցայ	տանջեմ	V
ի	ի	ի	I+Prep
նոցանէ։	նոցանէ	նա (նա)	PRO+Dem
Եւ	եւ	եւ	I+Conj
արդ	արդ	արդ	I+Adv
շնորհապարտ	շնորհապարտ	շնորհապարտ	A
եմ	եմ	եմ	V
Քրիստոսի	քրիստոսի	Քրիստոս	N+Ant
վասն	վասն	վասն	I+Prep
համբաւոյ	համբաւոյ	համբաւ	N+Com
քո	քո	դու	PRO+Per2s
բարւոյ․	բարւոյ	բարի	A
եւ	եւ	եւ	I+Conj
զոր	զոր	զ@որ	I+Prep@PRO+Rel
աղաւթէի	աղաւթէի	աղաւթեմ	V
վասն	վասն	վասն	I+Prep
քո,	քո	դու	PRO+Per2s
լսեմ	լսեմ	լսեմ	V
այժմ	այժմ	այժմ	I+Adv
ի	ի	ի	I+Prep
քեզ։	քեզ	դու	PRO+Per2s
Եւ	եւ	եւ	I+Conj
այժմ	այժմ	այժմ	I+Adv
լեր	լեր	լինիմ	V
ինձ	ինձ	ես	PRO+Per1s
քարոզ	քարոզ	քարոզ	N+Com
խոնարհութեան	խոնարհութեան	խոնարհութիւն	N+Com
եւ	եւ	եւ	I+Conj
գիտութեան,	գիտութեան	գիտութիւն	N+Com
եւ	եւ	եւ	I+Conj
հալածիչ	հալածիչ	հալածիչ	N+Com
խորհրդոց	խորհրդոց	խորհուրդ	N+Com
եւ	եւ	եւ	I+Conj
ամենայն	ամենայն	ամենայն	PRO+Ind
լերանց	լերանց	լեառն	N+Com
որ	որ	որ	PRO+Rel
հպարտանայ	հպարտանայ	հպարտանամ	V
ի	ի	ի	I+Prep
վերայ	վերայ	վերայ	I+Adv
գիտութեան	գիտութեան	գիտութիւն	N+Com
Քրիստոսի,	քրիստոսի	Քրիստոս	N+Ant
եւ	եւ	եւ	I+Conj
լիցի	լիցի	լինիմ	V
ինձ	ինձ	ես	PRO+Per1s
համարձակութիւն	համարձակութիւն	համարձակութիւն	N+Com
ի	ի	ի	I+Prep
ժամ	ժամ	ժամ	N+Com
աղաւթից,	աղաւթից	աղաւթք	N+Com
եւ	եւ	եւ	I+Conj
այնոցիկ	այնոցիկ	այն	PRO+Dem
մտաց՝	մտաց	միտ	N+Com
որք	որք	որ	PRO+Rel
աւգտին	աւգտին	աւգտեմ	V
ի	ի	ի	I+Prep
դմանէ․	դմանէ	դա	PRO+Dem
եւ	եւ	եւ	I+Conj
մի՛	մի	մի (ոչ)	I+Neg
լիցի	լիցի	լինիմ	V
յետս	յետս	յետս	I+Adv
կրկնիլ	կրկնիլ	կրկնեմ	V
կամ	կամ	կամ (եւ)	I+Conj
ի	ի	ի	I+Prep
բարկութենէ	բարկութենէ	բարկութիւն	N+Com
յափշտակիլ,	յափշտակիլ	յափշտակեմ	V
եւ	եւ	եւ	I+Conj
կամ	կամ	կամ (եւ)	I+Conj
ի	ի	ի	I+Prep
ցանկութենէ	ցանկութենէ	ցանկութիւն	N+Com
քարշիլ,	քարշիլ	քարշեմ	V
որ	որ	որ	PRO+Rel
պատահին	պատահին	պատահեմ@ն	V@PRO+Dem
որովայնամոլիցն,	որովայնամոլիցն	որովայնամոլ@ն	A@PRO+Dem
որ	որ	որ	PRO+Rel
ի	ի	ի	I+Prep
տուէ	տուէ	տիւ	N+Com
ոչ	ոչ	ոչ	I+Neg
դատարկանան,	դատարկանան	դատարկանամ	V
եւ	եւ	եւ	I+Conj
ի	ի	ի	I+Prep
գիշերի	գիշերի	գիշեր	N+Com
յերազոց	յերազոց	ի@երազ	I+Prep@N+Com
ոչ	ոչ	ոչ	I+Neg
խաղաղանան։	խաղաղանան	խաղաղանամ	V
Եւ	եւ	եւ	I+Conj
դու	դու	դու	PRO+Per2s
գիտես,	գիտես	գիտեմ	V
զի	զի	զի	I+Conj
ընթերցումն	ընթերցումն	ընթերցումն	N+Com
աստուածային	աստուածային	աստուածային	A
Գրոց՝	գրոց	գիր	N+Com
մաքրոցն	մաքրոցն	մաքուր	A
բարի	բարի	բարի	A
է,	է	եմ	V
եւ	եւ	եւ	I+Conj
վերագոյն	վերագոյն	վերագոյն	A
առնէ	առնէ	առնեմ	V
զմիտսն	զմիտսն	զ@միտ@ն	I+Prep@N+Com@PRO+Dem
յերեւելի	յերեւելի	ի@երեւելի	I+Prep@A
աշխարհիս․	աշխարհիս	աշխարհ@ս	N+Com@PRO+Dem
որ	որ	որ	PRO+Rel
ի	ի	ի	I+Prep
սմա	սմա	սա	PRO+Dem
է	է	եմ	V
խառնուած	խառնուած	խառնուած	N+Com
գարշելի	գարշելի	գարշելի	A
խնդրոց,	խնդրոց	խնդիր	N+Com
որ	որ	որ	PRO+Rel
կապեն	կապեն	կապեմ	V
զմիտս	զմիտս	զ@միտ	I+Prep@N+Com
ի	ի	ի	I+Prep
շղթայս	շղթայս	շղթայ	N+Com
անլոյծս	անլոյծս	անլոյծ	N+Com
մարմնաւորս։	մարմնաւորս	մարմնաւոր	A
Եւ	եւ	եւ	I+Conj
դու,	դու	դու	PRO+Per2s
որդեակ	որդեակ	որդեակ	N+Com
իմ,	իմ	ես	PRO+Per1s
կրթեսցես	կրթեսցես	կրթեմ	V
զեղբարսդ	զեղբարսդ	զ@եղբայր@դ	I+Prep@N+Com@PRO+Dem
ի	ի	ի	I+Prep
խոկումն	խոկումն	խոկումն	N+Com
Գրոց,	գրոց	գիր	N+Com
զի	զի	զի	I+Conj
մի՛	մի	մի (ոչ)	I+Neg
լիցին	լիցին	լինիմ	V
սիրող	սիրող	սիրող	N+Com
աշխարհի,	աշխարհի	աշխարհ	N+Com
եւ	եւ	եւ	I+Conj
մի՛	մի	մի (ոչ)	I+Neg
ընչից	ընչից	ինչ (ընչից)	N+Com
որ	որ	որ	PRO+Rel
ի	ի	ի	I+Prep
սմա	սմա	սա	PRO+Dem
է։	է	եմ	V
Եւ	եւ	եւ	I+Conj
դիտեսցեն	դիտեսցեն	դիտեմ	V
զգողսն	զգողսն	զ@գող@ն	I+Prep@N+Com@PRO+Dem
խորհրդոց․	խորհրդոց	խորհուրդ	N+Com
եւ	եւ	եւ	I+Conj
այնպիսի	այնպիսի	այնպիսի	A
զգուշութիւն	զգուշութիւն	զգուշութիւն	N+Com
կորուսանէ	կորուսանէ	կորուսանեմ	V
զգայլս,	զգայլս	զ@գայլ	I+Prep@N+Com
եւ	եւ	եւ	I+Conj
յոյժ	յոյժ	յոյժ	I+Adv
ատեն	ատեն	ատեմ	V
զնա	զնա	զ@նա (նա)	I+Prep@PRO+Dem
դեւքն։	դեւքն	դեւ@ն	N+Com@PRO+Dem
Պատերազմ	պատերազմ	պատերազմ	N+Com
որ	որ	որ	PRO+Rel
մղի	մղի	մղեմ	V
իմաստութեամբ՝	իմաստութեամբ	իմաստութիւն	N+Com
լի	լի	լի	A
է	է	եմ	V
փորձութեամբ,	փորձութեամբ	փորձութիւն	N+Com
եւ	եւ	եւ	I+Conj
առնէ	առնէ	առնեմ	V
մաքրութիւն	մաքրութիւն	մաքրութիւն	N+Com
սրտի	սրտի	սիրտ	N+Com
բազում,	բազում	բազում	A
որպէս	որպէս	որպէս	I+Conj
գրեցերն․	գրեցերն	գրեմ@ն	V@PRO+Dem
եւ	եւ	եւ	I+Conj
պիղծ	պիղծ	պիղծ	A
դեւքն	դեւքն	դեւ@ն	N+Com@PRO+Dem
ոչ	ոչ	ոչ	I+Neg
կարեն	կարեն	կարեմ	V
հանել	հանել	հանեմ	V
զհոգի	զհոգի	զ@հոգի	I+Prep@N+Com
ուրուք,	ուրուք	ոք	PRO+Ind
որպէս	որպէս	որպէս	I+Conj
իմաստութիւն	իմաստութիւն	իմաստութիւն	N+Com
քո	քո	դու	PRO+Per2s
անխախտ	անխախտ	անխախտ	A
հասու	հասու	հասու	A
է։	է	եմ	V
Եւ	եւ	եւ	I+Conj
հոգեւոր	հոգեւոր	հոգեւոր	A
իմաստութիւն	իմաստութիւն	իմաստութիւն	N+Com
կարէ	կարէ	կարեմ	V
մեկնել	մեկնել	մեկնեմ	V
զսուրբ	զսուրբ	զ@սուրբ	I+Prep@A
խորհուրդս	խորհուրդս	խորհուրդ	N+Com
ի	ի	ի	I+Prep
պղծոցն,	պղծոցն	պիղծ@ն	A@PRO+Dem
եւ	եւ	եւ	I+Conj
ցուցանէ	ցուցանէ	ցուցանեմ	V
զհնարս	զհնարս	զ@հնար	I+Prep@A
դիւացն,	դիւացն	դեւ@ն	N+Com@PRO+Dem
թէ	թէ	եթե	I+Conj
որպէս	որպէս	որպէս	I+Conj
զգենուն	զգենուն	զգենում	V
զձեւ	զձեւ	զ@ձեւ	I+Prep@N+Com
սնոտի՝	սնոտի	սնոտի	A
խաբել	խաբել	խաբեմ	V
զհոգի,	զհոգի	զ@հոգի	I+Prep@N+Com
որ	որ	որ	PRO+Rel
գնալ	գնալ	գնամ	V
եդեալ	եդեալ	դնեմ	V
է	է	եմ	V
առ	առ	առ (ի)	I+Prep
Տէր։	տէր	տէր	N+Com
Եւ	եւ	եւ	I+Conj
արդ	արդ	արդ	I+Adv
արժան	արժան	արժան	A
է	է	եմ	V
վաստակաւորացն	վաստակաւորացն	վաստակաւոր@ն	A@PRO+Dem
խնդրել	խնդրել	խնդրեմ	V
ի	ի	ի	I+Prep
Տեառնէ	տեառնէ	տէր	N+Com
հոգի	հոգի	հոգի	N+Com
գիտութեան։	գիտութեան	գիտութիւն	N+Com
Եւ	եւ	եւ	I+Conj
նա	նա	նա (նա)	PRO+Dem
մի՛	մի	մի (ոչ)	I+Neg
դադարեսցէ	դադարեսցէ	դադարեմ	V
ի	ի	ի	I+Prep
ճգնութենէ՝	ճգնութենէ	ճգնութիւն	N+Com
որ	որ	որ	PRO+Rel
վայելէ	վայելէ	վայելեմ	V
պարգեւին	պարգեւին	պարգեւ@ն	N+Com@PRO+Dem
մեծի,	մեծի	մեծ	A
որք	որք	որ	PRO+Rel
են	են	եմ	V
այսոքիկ․	այսոքիկ	այս (սա)	PRO+Dem
անապատաւորութիւն,	անապատաւորութիւն	անապատաւորութիւն	N+Com
խոնարհութիւն,	խոնարհութիւն	խոնարհութիւն	N+Com
արթնութիւն,	արթնութիւն	արթնութիւն	N+Com
մեկնիլն	մեկնիլն	մեկնեմ@ն	V@PRO+Dem
ի	ի	ի	I+Prep
հոգոց	հոգոց	հոգ	N+Com
ընչից,	ընչից	ինչ (ընչից)	N+Com
անձանձիր	անձանձիր	անձանձիր	A
յաղաւթից․	յաղաւթից	ի@աղաւթք	I+Prep@N+Com
եւ	եւ	եւ	I+Conj
զաւրանայ	զաւրանայ	զաւրանամ	V
յայսոսիկ	յայսոսիկ	ի@այս (սա)	I+Prep@PRO+Dem
միշտ	միշտ	միշտ	I+Adv
ընթերցմամբ	ընթերցմամբ	ընթերցումն	N+Com
Գրոց	գրոց	գիր	N+Com
աստուածայնոց․	աստուածայնոց	աստուածային	A
զի	զի	զի	I+Conj
մաքրութիւն	մաքրութիւն	մաքրութիւն	N+Com
աղաւթից՝	աղաւթից	աղաւթք	N+Com
մեծ	մեծ	մեծ	A
քան	քան	քան	I+Conj
զԳիրք	զգիրք	զ@գիր	I+Prep@N+Com
ո՛չ	ոչ	ոչ	I+Neg
ինչ	ինչ	ինչ (իրիք)	PRO+Ind
կարէ	կարէ	կարեմ	V
տալ։	տալ	տամ	V
Աշխատութիւն	աշխատութիւն	աշխատութիւն	N+Com
թլփատէ	թլփատէ	թլփատեմ	V
զախտս,	զախտս	զ@ախտ	I+Prep@N+Com
որք	որք	որ	PRO+Rel
են	են	եմ	V
ցանկութիւնք,	ցանկութիւնք	ցանկութիւն	N+Com
բարկութիւն	բարկութիւն	բարկութիւն	N+Com
եւ	եւ	եւ	I+Conj
տրտմութիւն․	տրտմութիւն	տրտմութիւն	N+Com
եւ	եւ	եւ	I+Conj
զհետ	զհետ	զ@հետ	I+Prep@N+Com
աշխատանացն՝	աշխատանացն	աշխատանք@ն	N+Com@PRO+Dem
զմնացեալ	զմնացեալ	զ@մնամ	I+Prep@V
ցնորսն	ցնորսն	ցնոր@ն	N+Com@PRO+Dem
կարդալն	կարդալն	կարդամ@ն	V@PRO+Dem
Գրոց	գրոց	գիր	N+Com
խլէ	խլէ	խլեմ	V
ի	ի	ի	I+Prep
մտաց	մտաց	միտ	N+Com
եւ	եւ	եւ	I+Conj
պատէ	պատէ	պատեմ	V
զզգայարանս	զզգայարանս	զ@զգայարան	I+Prep@N+Com
մեր,	մեր	մեք	PRO+Per1p
եւ	եւ	եւ	I+Conj
իմանալ	իմանալ	իմանամ	V
տայ	տայ	տամ	V
զէութիւն	զէութիւն	զ@էութիւն	I+Prep@N+Com
եւ	եւ	եւ	I+Conj
զգիտութիւն	զգիտութիւն	զ@գիտութիւն	I+Prep@N+Com
աստուածային,	աստուածային	աստուածային	A
որ	որ	որ	PRO+Rel
զնա	զնա	զ@նա (նա)	I+Prep@PRO+Dem
կոչէ	կոչէ	կոչեմ	V
Տէրն	տէրն	տէր@ն	N+Com@PRO+Dem
մեր	մեր	մեք	PRO+Per1p
արքայութիւն	արքայութիւն	արքայութիւն	N+Com
երկնից,	երկնից	երկին	N+Com
եւ	եւ	եւ	I+Conj
նովաւ	նովաւ	նա (նա)	PRO+Dem
տեսանեմք	տեսանեմք	տեսանեմ	V
զՀայրն	զհայրն	զ@հայր@ն	I+Prep@N+Com@PRO+Dem
սուրբ	սուրբ	սուրբ	A
եւ	եւ	եւ	I+Conj
զկենդանարար։	զկենդանարար	զ@կենդանարար	I+Prep@A
Մելինէ․	մելինէ	Մելինէ	N+Ant
Հինգերորդ	հինգերորդ	հինգերորդ	NUM+Ord
Բարի	բարի	բարի	A
էր	էր	եմ	V
փոխեալ	փոխեալ	փոխեմ	V
ի	ի	ի	I+Prep
բարւոյ	բարւոյ	բարի	A
թուղթդ,	թուղթդ	թուղթ@դ	N+Com@PRO+Dem
զոր	զոր	զ@որ	I+Prep@PRO+Rel
առաքեցեր	առաքեցեր	առաքեմ	V
առ	առ	առ (ի)	I+Prep
մեզ․	մեզ	մեք	PRO+Per1p
եւ	եւ	եւ	I+Conj
լի	լի	լի	A
էր	էր	եմ	V
բարի	բարի	բարի	A
պտղաւք,	պտղաւք	պտուղ	N+Com
եւ	եւ	եւ	I+Conj
յաղթեցայ	յաղթեցայ	յաղթեմ	V
ի	ի	ի	I+Prep
կթել	կթել	կթեմ	V
զնոսա․	զնոսա	զ@նա (նա)	I+Prep@PRO+Dem
եւ	եւ	եւ	I+Conj
անոյշ	անոյշ	անոյշ	A
էր	էր	եմ	V
հոտ	հոտ	հոտ	N+Com
նոցա	նոցա	նա (նա)	PRO+Dem
յիմանալի	յիմանալի	ի@իմանալի	I+Prep@A
հոտոտելիս	հոտոտելիս	հոտոտելիք	N+Com
իմ․	իմ	ես	PRO+Per1s
եւ	եւ	եւ	I+Conj
եղեւ	եղեւ	եղանիմ	V
ինձ	ինձ	ես	PRO+Per1s
ամենեւին	ամենեւին	ամենեւին	I+Adv
ուրախութիւն։	ուրախութիւն	ուրախութիւն	N+Com
Ո՜	ո	ո՞	PRO+Int
տացէ	տացէ	տամ	V
ինձ	ինձ	ես	PRO+Per1s
այսպիսի	այսպիսի	այսպիսի	A
մխիթարութիւն	մխիթարութիւն	մխիթարութիւն	N+Com
հանապազ,	հանապազ	հանապազ	I+Adv
որ	որ	որ	PRO+Rel
կամ	կամ	կամ (կալ)	V
ի	ի	ի	I+Prep
հովանիս	հովանիս	հովանի	N+Com
ապաշխարութեան։	ապաշխարութեան	ապաշխարութիւն	N+Com
Եւ	եւ	եւ	I+Conj
պարտ	պարտ	պարտ	N+Com
է	է	եմ	V
հաւատալ	հաւատալ	հաւատամ	V
Գրոցն՝	գրոցն	գիր@ն	N+Com@PRO+Dem
թէ	թէ	եթե	I+Conj
որպէս	որպէս	որպէս	I+Conj
ջուր	ջուր	ջուր	N+Com
ցուրտ	ցուրտ	ցուրտ	A
անձին	անձին	անձն	N+Com
ծարաւոյ,	ծարաւոյ	ծարաւ	N+Com
նոյնպէս	նոյնպէս	նոյնպէս	I+Adv
եւ	եւ	եւ	I+Conj
աւետիք	աւետիք	աւետիք	N+Com
բարեաց՝	բարեաց	բարի	A
յերկրէ	յերկրէ	ի@երկիր	I+Prep@N+Com
հեռաստանէ։	հեռաստանէ	հեռաստան	A
Եւ	եւ	եւ	I+Conj
մեք	մեք	մեք	PRO+Per1p
զի՞նչ	զինչ	զ@ի՞նչ	I+Prep@PRO+Int
տացուք	տացուք	տամ	V
տրիտուր,	տրիտուր	տրիտուր	N+Com
զի	զի	զի	I+Conj
աղքատք	աղքատք	աղքատ	A
եմք	եմք	եմ	V
եւ	եւ	եւ	I+Conj
կարաւտ	կարաւտ	կարաւտ	A
ողորմութեանն	ողորմութեանն	ողորմութիւն@ն	N+Com@PRO+Dem
Աստուծոյ․	աստուծոյ	աստուած	N+Com
եւ	եւ	եւ	I+Conj
հեռի	հեռի	հեռի	A
եմք	եմք	եմ	V
ի	ի	ի	I+Prep
հոգեւոր	հոգեւոր	հոգեւոր	A
բանից՝	բանից	բան	N+Com
կերակրել	կերակրել	կերակրեմ	V
զհիւրքս	զհիւրքս	զ@հիւր@ս	I+Prep@N+Com@PRO+Dem
մեր։	մեր	մեք	PRO+Per1p
Զի	զի	զի	I+Conj
ունէի,	ունէի	ունիմ	V
եւ	եւ	եւ	I+Conj
խոստովանիմ,	խոստովանիմ	խոստովանեմ	V
այգի	այգի	այգի	N+Com
եւ	եւ	եւ	I+Conj
ագարակ․	ագարակ	ագարակ	N+Com
բայց	բայց	բայց	I+Conj
կերաւ	կերաւ	ուտեմ	V
զագարակն	զագարակն	զ@ագարակ@ն	I+Prep@N+Com@PRO+Dem
մարախ,	մարախ	մարախ	N+Com
եւ	եւ	եւ	I+Conj
զայգին	զայգին	զ@այգի@ն	I+Prep@N+Com@PRO+Dem
կինճն	կինճն	կինճ@ն	N+Com@PRO+Dem
վայրենի	վայրենի	վայրենի	A
արածեցաւ․	արածեցաւ	արածեմ	V
եւ	եւ	եւ	I+Conj
ահա	ահա	ահա	I+Intj
նստիմ	նստիմ	նստիմ	V
ի	ի	ի	I+Prep
դրան	դրան	դուռն	N+Com
առաքինութեան՝	առաքինութեան	առաքինութիւն	N+Com
տարածեալ	տարածեալ	տարածեմ	V
ունելով	ունելով	ունիմ	V
զձեռս․	զձեռս	զ@ձեռն	I+Prep@N+Com
բայց	բայց	բայց	I+Conj
լաւ	լաւ	լաւ	A
էր	էր	եմ	V
եթէ	եթէ	եթե	I+Conj
ի	ի	ի	I+Prep
մտելոցն	մտելոցն	մտանեմ@ն	V@PRO+Dem
ի	ի	ի	I+Prep
տաճարն	տաճարն	տաճար@ն	N+Com@PRO+Dem
առնուի	առնուի	առնում	V
ողորմութիւն։	ողորմութիւն	ողորմութիւն	N+Com
Այլ	այլ	այլ (եւ)	I+Conj
դու,	դու	դու	PRO+Per2s
աւգնեա	աւգնեա	աւգնեմ	V
ինձ	ինձ	ես	PRO+Per1s
աղաւթիւք․	աղաւթիւք	աղաւթք	N+Com
եւ	եւ	եւ	I+Conj
հայցեա	հայցեա	հայցեմ	V
ի	ի	ի	I+Prep
Տեառնէ,	տեառնէ	տէր	N+Com
զի	զի	զի	I+Conj
պատահեսցէ	պատահեսցէ	պատահեմ	V
ինձ	ինձ	ես	PRO+Per1s
Պետրոս	պետրոս	Պետրոս	N+Ant
եւ	եւ	եւ	I+Conj
Յովհաննէս․	յովհաննէս	Յովհաննէս	N+Ant
զի	զի	զի	I+Conj
Պետրոս	պետրոս	Պետրոս	N+Ant
գործովք,	գործովք	գործ	N+Com
եւ	եւ	եւ	I+Conj
Յովհաննէս՝	յովհաննէս	Յովհաննէս	N+Ant
աստուածաբանութեամբ	աստուածաբանութեամբ	աստուածաբանութիւն	N+Com
հաստատեսցեն	հաստատեսցեն	հաստատեմ	V
զոտս	զոտս	զ@ոտն	I+Prep@N+Com
յառաքինութիւն,	յառաքինութիւն	ի@առաքինութիւն	I+Prep@N+Com
եւ	եւ	եւ	I+Conj
զկրունս՝	զկրունս	զ@կրուն	I+Prep@N+Com
ի	ի	ի	I+Prep
գիտութիւն։	գիտութիւն	գիտութիւն	N+Com
Եւ	եւ	եւ	I+Conj
